@relation 'HR_comma_sep-weka.filters.unsupervised.attribute.Reorder-R1,2,4,5,6,7,8,9,10,3-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,10,9-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,6-weka.filters.unsupervised.attribute.NumericToNominal-R5,6,10'

@attribute satisfaction_level numeric
@attribute last_evaluation numeric
@attribute average_montly_hours numeric
@attribute time_spend_company numeric
@attribute Work_accident {0,1}
@attribute promotion_last_5years {0,1}
@attribute number_project numeric
@attribute salary {low,medium,high}
@attribute sales {sales,accounting,hr,technical,support,management,IT,product_mng,marketing,RandD}
@attribute left {0,1}

@data
0.89,0.86,275,5,0,0,5,low,sales,1
0.89,0.86,275,5,0,0,5,low,sales,1
0.89,0.86,275,5,0,0,5,low,sales,1
0.3,0.86,276,5,1,0,3,low,accounting,0
0.1,0.86,278,4,0,0,6,high,technical,1
0.1,0.86,278,4,0,0,6,high,technical,1
0.1,0.86,278,4,0,0,6,high,technical,1
0.09,0.86,279,4,0,0,6,low,sales,1
0.09,0.86,279,4,0,0,6,low,sales,1
0.09,0.86,279,4,0,0,6,low,sales,1
0.11,0.86,279,4,0,0,6,medium,support,1
0.77,0.86,282,4,0,0,5,low,sales,0
0.1,0.86,283,4,0,0,6,low,support,1
0.1,0.86,283,4,0,0,6,low,support,1
0.17,0.86,286,6,0,0,3,high,marketing,0
0.11,0.86,286,4,0,0,6,low,support,1
0.11,0.86,286,4,0,0,6,low,support,1
0.1,0.86,288,4,0,0,6,medium,sales,1
0.09,0.86,291,4,0,0,6,low,product_mng,1
0.22,0.86,293,3,0,0,4,low,marketing,1
0.09,0.86,297,4,0,0,6,low,hr,1
0.11,0.86,299,4,1,0,6,low,sales,1
0.1,0.86,306,4,0,0,6,high,sales,1
0.11,0.86,308,4,0,0,6,low,IT,1
0.1,0.86,309,4,0,0,6,medium,sales,1
0.1,0.86,309,4,0,0,6,medium,sales,1
0.09,0.86,309,4,0,0,7,low,technical,1
0.09,0.86,309,4,0,0,7,low,technical,1
0.09,0.86,309,4,0,0,7,low,technical,1
0.16,0.87,99,5,1,0,3,medium,IT,0
0.63,0.87,101,3,0,0,2,low,technical,0
0.44,0.87,104,4,0,0,5,high,technical,0
1,0.87,129,5,0,0,4,medium,support,0
0.51,0.87,130,4,0,0,2,medium,sales,0
0.51,0.87,130,4,0,0,2,medium,sales,0
0.95,0.87,135,3,0,0,4,low,technical,0
0.66,0.87,139,3,0,0,4,medium,technical,0
0.93,0.87,139,8,0,0,4,medium,technical,0
0.93,0.87,139,8,0,0,4,medium,technical,0
0.44,0.87,140,4,0,0,2,high,sales,0
0.2,0.87,140,6,1,0,3,low,hr,0
0.73,0.87,142,3,0,0,3,low,management,0
0.87,0.87,144,3,0,0,4,low,support,0
0.87,0.87,144,3,0,0,4,low,support,0
0.82,0.87,145,6,0,0,5,medium,hr,0
0.82,0.87,145,6,0,0,5,medium,hr,0
0.63,0.87,145,3,1,0,4,high,support,0
0.56,0.87,146,10,0,0,3,low,sales,0
0.56,0.87,146,10,0,0,3,low,sales,0
0.75,0.87,146,8,1,0,4,low,support,0
0.75,0.87,146,8,1,0,4,low,support,0
0.21,0.87,148,5,0,0,4,medium,sales,0
0.57,0.87,148,3,0,0,4,high,sales,0
0.62,0.87,149,3,0,0,5,medium,sales,0
0.77,0.87,150,4,0,0,4,low,product_mng,1
0.53,0.87,151,2,0,0,3,low,RandD,0
0.61,0.87,151,3,0,0,4,medium,hr,0
0.98,0.87,151,6,0,0,5,medium,IT,0
0.62,0.87,151,2,1,0,3,medium,hr,0
0.85,0.87,152,7,0,0,4,low,sales,0
0.85,0.87,152,7,0,0,4,low,sales,0
0.98,0.87,152,2,0,0,4,high,sales,0
0.93,0.87,154,2,0,0,5,medium,technical,0
0.93,0.87,154,3,1,0,3,low,IT,0
0.72,0.87,154,2,1,0,4,medium,accounting,0
0.74,0.87,155,3,0,0,3,medium,technical,0
0.73,0.87,155,3,1,0,4,high,technical,0
0.83,0.87,156,3,0,0,3,medium,support,0
0.86,0.87,156,4,0,0,5,low,sales,0
0.94,0.87,157,3,0,0,4,medium,technical,0
0.64,0.87,157,7,0,0,4,low,marketing,0
0.64,0.87,157,7,0,0,4,low,marketing,0
0.7,0.87,158,2,0,0,3,medium,support,0
0.53,0.87,158,3,0,0,5,medium,sales,0
0.76,0.87,161,3,0,0,4,high,sales,0
0.81,0.87,161,2,0,0,4,medium,RandD,0
0.99,0.87,162,4,0,0,4,medium,technical,0
0.54,0.87,163,3,0,0,4,medium,sales,0
0.16,0.87,163,3,0,0,5,medium,management,0
1,0.87,165,2,0,0,3,low,RandD,0
0.7,0.87,166,2,0,0,3,medium,IT,0
0.7,0.87,166,2,0,0,3,medium,IT,0
0.68,0.87,168,3,0,0,3,medium,IT,0
0.62,0.87,169,2,1,0,6,medium,sales,0
0.57,0.87,171,2,0,0,4,medium,support,0
0.86,0.87,171,2,0,0,5,low,sales,0
0.86,0.87,171,2,0,0,5,low,sales,0
0.49,0.87,171,3,1,0,4,medium,marketing,0
0.71,0.87,173,3,0,0,5,low,sales,0
0.61,0.87,174,4,0,0,5,medium,sales,0
0.69,0.87,174,3,0,0,5,medium,support,0
0.69,0.87,174,3,0,0,5,medium,support,0
0.97,0.87,175,6,0,0,2,high,support,0
0.34,0.87,175,4,0,0,6,low,RandD,0
0.67,0.87,177,4,0,0,3,high,sales,0
0.7,0.87,177,2,0,0,5,medium,accounting,0
0.71,0.87,177,4,0,0,3,medium,hr,1
0.71,0.87,177,4,0,0,3,medium,hr,1
0.71,0.87,177,4,0,0,3,medium,hr,1
0.78,0.87,178,3,0,0,4,medium,technical,0
0.32,0.87,179,4,0,0,4,medium,technical,0
0.51,0.87,180,4,0,0,3,low,hr,0
0.73,0.87,181,3,0,0,3,low,support,0
0.58,0.87,181,3,0,0,4,medium,IT,0
0.78,0.87,183,4,0,0,3,low,RandD,0
0.59,0.87,183,2,0,0,4,medium,sales,0
0.86,0.87,183,3,0,0,4,low,technical,0
0.72,0.87,184,4,0,0,4,medium,support,0
0.31,0.87,184,3,0,0,4,low,technical,1
0.31,0.87,184,3,0,0,4,low,technical,1
0.61,0.87,185,2,1,0,3,low,support,0
0.13,0.87,185,4,1,0,3,low,management,0
0.66,0.87,186,2,0,0,3,medium,IT,0
0.96,0.87,187,2,0,0,4,medium,marketing,0
0.78,0.87,190,3,0,0,3,low,sales,0
0.99,0.87,190,2,0,0,4,low,marketing,0
0.59,0.87,191,2,0,0,4,low,technical,0
0.78,0.87,191,3,1,0,3,medium,support,0
0.74,0.87,192,3,1,0,3,low,hr,0
0.75,0.87,193,3,0,0,4,medium,sales,0
0.79,0.87,194,2,0,0,3,medium,technical,0
0.79,0.87,194,2,0,0,3,medium,technical,0
0.15,0.87,194,4,0,0,4,low,sales,0
0.6,0.87,196,3,1,0,3,high,technical,0
0.32,0.87,197,2,1,0,2,medium,technical,0
0.86,0.87,197,4,1,0,3,medium,support,0
0.91,0.87,199,3,0,0,3,medium,sales,0
0.55,0.87,200,3,0,0,4,low,marketing,0
0.55,0.87,201,2,0,0,3,medium,technical,0
0.55,0.87,201,2,0,0,3,medium,technical,0
0.95,0.87,201,3,0,0,3,low,support,0
0.69,0.87,202,2,0,0,3,medium,sales,0
0.96,0.87,202,2,0,0,5,low,marketing,0
0.81,0.87,203,2,0,0,4,medium,sales,0
0.82,0.87,204,4,0,0,3,medium,support,0
0.86,0.87,205,4,0,0,3,low,hr,0
0.82,0.87,206,2,0,0,3,low,support,0
0.97,0.87,207,4,0,0,3,low,RandD,0
0.87,0.87,207,2,0,0,5,high,sales,0
0.87,0.87,207,2,0,0,5,high,sales,0
0.77,0.87,207,4,1,0,3,low,sales,0
0.95,0.87,208,2,0,0,3,high,IT,0
0.77,0.87,209,3,0,0,4,medium,technical,0
0.89,0.87,209,2,0,0,4,medium,IT,0
0.8,0.87,209,3,0,0,4,low,product_mng,0
0.99,0.87,211,2,0,0,5,medium,support,0
0.49,0.87,212,2,0,0,3,medium,product_mng,0
0.96,0.87,213,3,0,0,4,medium,IT,0
0.09,0.87,214,2,0,0,3,medium,support,1
0.09,0.87,214,2,0,0,3,medium,support,1
0.55,0.87,215,2,0,0,3,medium,RandD,0
0.8,0.87,217,3,0,0,4,medium,IT,0
0.79,0.87,218,3,0,0,3,medium,support,0
0.93,0.87,218,4,0,0,4,medium,technical,0
0.9,0.87,219,2,0,0,5,medium,marketing,0
0.9,0.87,220,3,0,0,3,low,support,0
0.8,0.87,220,2,0,0,4,medium,IT,0
0.48,0.87,221,2,0,0,3,medium,sales,0
0.62,0.87,221,3,1,0,4,low,support,0
0.62,0.87,221,3,1,0,4,low,support,0
0.66,0.87,223,7,0,0,3,high,sales,0
0.66,0.87,223,7,0,0,3,high,sales,0
0.79,0.87,223,5,0,0,4,medium,sales,0
0.79,0.87,223,5,0,0,4,medium,sales,0
0.99,0.87,223,3,0,0,4,medium,support,0
0.72,0.87,223,5,0,0,5,low,sales,1
0.72,0.87,223,5,0,0,5,low,sales,1
0.72,0.87,223,5,0,0,5,low,sales,1
0.74,0.87,224,2,0,0,5,medium,support,0
0.74,0.87,224,2,0,0,5,medium,support,0
0.89,0.87,225,5,0,0,5,low,product_mng,1
0.89,0.87,225,5,0,0,5,low,product_mng,1
0.89,0.87,225,5,0,0,5,low,product_mng,1
0.18,0.87,226,4,0,0,6,high,IT,0
0.92,0.87,226,6,1,0,4,medium,technical,1
0.92,0.87,226,6,1,0,4,medium,technical,1
0.92,0.87,226,6,1,0,4,medium,technical,1
0.73,0.87,227,4,0,0,3,low,accounting,0
0.6,0.87,227,3,1,0,4,medium,technical,0
0.78,0.87,228,5,0,0,4,low,support,1
0.78,0.87,228,5,0,0,4,low,support,1
0.78,0.87,228,5,0,0,4,low,support,1
0.94,0.87,229,3,0,0,3,low,sales,0
0.92,0.87,229,6,0,0,4,low,sales,1
0.83,0.87,230,3,0,1,3,medium,RandD,0
0.9,0.87,231,5,0,0,4,low,management,0
0.79,0.87,232,2,0,0,3,low,support,0
0.85,0.87,232,6,0,0,6,low,technical,0
0.85,0.87,232,5,0,0,6,high,management,0
0.85,0.87,232,5,0,0,6,high,management,0
0.83,0.87,233,3,0,0,5,low,sales,0
0.91,0.87,235,5,0,0,4,low,technical,1
0.91,0.87,235,5,0,0,4,low,technical,1
0.91,0.87,235,5,0,0,4,low,technical,1
0.88,0.87,235,6,0,0,4,low,management,1
0.48,0.87,236,2,0,0,3,low,IT,0
0.78,0.87,236,5,0,0,4,medium,sales,1
0.72,0.87,238,3,0,0,3,medium,IT,0
0.71,0.87,238,3,0,0,4,low,sales,0
0.98,0.87,239,4,0,0,3,medium,support,0
0.64,0.87,239,4,0,0,3,low,product_mng,0
0.7,0.87,239,3,0,0,5,medium,hr,0
0.82,0.87,239,5,0,0,4,low,sales,1
0.82,0.87,239,5,0,0,4,low,sales,1
0.82,0.87,239,5,0,0,4,low,sales,1
0.94,0.87,240,3,0,0,4,low,product_mng,0
0.8,0.87,240,6,0,0,5,low,technical,1
0.79,0.87,240,2,1,0,5,medium,technical,0
0.31,0.87,240,3,1,0,6,low,hr,0
0.31,0.87,240,3,1,0,6,low,hr,0
0.55,0.87,241,4,0,0,3,low,IT,0
0.81,0.87,241,3,0,0,5,low,accounting,0
0.77,0.87,242,6,0,0,4,low,sales,1
0.77,0.87,242,6,0,0,4,low,sales,1
0.77,0.87,242,6,0,0,4,low,sales,1
0.74,0.87,242,5,0,0,5,medium,support,1
0.74,0.87,242,5,0,0,5,medium,support,1
0.74,0.87,242,5,0,0,5,medium,support,1
0.78,0.87,243,5,0,0,5,low,technical,1
0.12,0.87,244,5,0,0,4,low,sales,0
0.5,0.87,245,2,0,0,5,low,technical,0
0.76,0.87,245,5,0,0,5,low,sales,1
0.76,0.87,245,5,0,0,5,low,sales,1
0.76,0.87,245,5,0,0,5,low,sales,1
0.85,0.87,245,5,0,0,5,low,technical,1
0.85,0.87,245,5,0,0,5,low,technical,1
0.98,0.87,246,3,0,0,3,high,hr,0
0.84,0.87,246,6,0,0,4,low,hr,1
0.84,0.87,246,6,0,0,4,low,hr,1
0.84,0.87,246,6,0,0,4,low,hr,1
0.75,0.87,246,5,0,0,5,low,technical,1
0.85,0.87,246,5,1,0,5,medium,sales,1
0.85,0.87,246,5,1,0,5,medium,sales,1
0.1,0.87,247,4,0,0,7,low,marketing,1
0.83,0.87,248,3,0,0,5,low,sales,0
0.63,0.87,248,2,0,0,5,low,technical,0
0.1,0.87,248,4,0,0,6,low,sales,1
0.4,0.87,250,4,0,0,5,low,sales,0
0.1,0.87,250,4,0,0,6,low,sales,1
0.1,0.87,250,4,0,0,6,low,sales,1
0.1,0.87,250,4,0,0,6,low,sales,1
0.8,0.87,251,3,0,0,5,medium,sales,0
0.1,0.87,251,5,0,0,7,low,technical,1
0.1,0.87,251,5,0,0,7,low,technical,1
0.5,0.87,252,2,0,0,3,low,support,0
0.73,0.87,252,5,0,0,5,low,RandD,1
0.7,0.87,252,2,1,0,4,low,support,0
0.79,0.87,253,2,0,0,4,medium,technical,0
0.67,0.87,254,2,0,0,5,low,support,0
0.67,0.87,254,2,0,0,5,low,support,0
0.81,0.87,254,5,0,0,4,low,marketing,1
0.81,0.87,254,5,0,0,4,low,marketing,1
0.81,0.87,254,5,0,0,4,low,marketing,1
0.11,0.87,254,4,0,0,6,low,hr,1
0.1,0.87,254,5,0,0,6,low,support,1
0.46,0.87,254,5,1,0,5,low,sales,0
0.89,0.87,255,5,0,0,5,medium,RandD,1
0.89,0.87,255,5,0,0,5,medium,RandD,1
0.89,0.87,255,5,0,0,5,medium,RandD,1
0.11,0.87,255,4,0,0,6,low,sales,1
0.11,0.87,255,4,0,0,6,low,sales,1
1,0.87,256,3,0,0,4,low,IT,0
0.78,0.87,256,5,0,0,5,medium,support,1
0.93,0.87,257,2,0,0,4,low,sales,0
0.88,0.87,257,3,0,0,5,medium,IT,0
0.77,0.87,257,2,0,0,5,medium,product_mng,0
0.73,0.87,257,5,0,0,5,low,IT,1
0.73,0.87,257,5,0,0,5,low,IT,1
0.73,0.87,257,5,0,0,5,low,IT,1
0.11,0.87,257,4,0,0,6,medium,support,1
0.11,0.87,257,4,0,0,6,medium,support,1
0.39,0.87,257,5,1,0,5,medium,IT,0
0.74,0.87,258,2,0,0,4,medium,marketing,0
0.74,0.87,258,5,0,0,5,low,accounting,1
0.23,0.87,258,4,1,0,5,high,accounting,0
0.7,0.87,260,2,0,0,3,low,management,0
0.79,0.87,261,5,0,0,5,low,sales,1
0.79,0.87,261,5,0,0,5,low,sales,1
0.79,0.87,261,5,0,0,5,low,sales,1
0.24,0.87,262,3,0,0,4,low,technical,0
0.41,0.87,262,6,0,0,6,high,sales,0
0.76,0.87,262,5,0,0,5,low,support,1
0.76,0.87,262,5,0,0,5,low,support,1
0.73,0.87,263,2,0,0,4,low,support,0
0.09,0.87,263,4,0,0,5,low,IT,1
0.09,0.87,263,4,0,0,5,low,IT,1
0.09,0.87,263,4,0,0,5,low,IT,1
0.78,0.87,264,3,0,0,4,medium,accounting,0
0.74,0.87,264,3,0,0,5,high,accounting,0
0.74,0.87,264,3,0,0,5,high,accounting,0
0.11,0.87,264,4,0,0,6,medium,support,1
0.25,0.87,265,4,0,0,3,low,technical,0
0.1,0.87,265,5,0,0,6,medium,sales,1
0.77,0.87,266,5,0,0,5,medium,accounting,1
0.77,0.87,266,5,0,0,5,medium,accounting,1
0.77,0.87,266,5,0,0,5,medium,accounting,1
0.09,0.87,266,4,0,0,6,medium,support,1
0.48,0.87,267,2,0,0,3,low,IT,0
0.65,0.87,267,2,0,0,4,low,technical,0
0.58,0.87,268,2,0,0,3,low,sales,0
0.86,0.87,268,2,0,0,3,high,sales,0
0.59,0.87,268,4,0,0,3,medium,accounting,0
1,0.87,268,2,0,0,4,medium,marketing,0
0.24,0.87,268,5,0,0,5,medium,sales,0
0.45,0.87,268,4,1,0,2,low,IT,0
0.89,0.87,270,6,1,0,2,medium,sales,0
0.71,0.87,271,2,0,0,3,medium,accounting,0
0.84,0.87,271,3,0,0,3,low,marketing,0
0.11,0.87,271,4,0,0,5,low,sales,1
0.11,0.87,271,4,0,0,5,low,sales,1
0.11,0.87,271,4,0,0,5,low,sales,1
0.11,0.87,272,4,0,0,6,medium,sales,1
0.82,0.87,273,6,0,0,5,medium,support,0
0.85,0.87,273,5,0,0,4,medium,RandD,1
0.85,0.87,273,5,0,0,4,medium,RandD,1
0.11,0.87,273,4,0,0,6,low,sales,1
1,0.87,274,3,0,0,3,medium,product_mng,0
0.89,0.87,275,6,0,0,5,low,marketing,1
0.77,0.87,275,4,1,0,3,medium,support,0
0.77,0.87,275,4,1,0,3,medium,support,0
0.11,0.87,278,5,0,0,6,low,technical,1
0.11,0.87,278,4,0,0,7,low,sales,1
0.11,0.87,278,4,0,0,7,low,sales,1
0.09,0.87,278,4,0,0,7,low,IT,1
0.11,0.87,280,4,0,0,6,low,technical,1
0.11,0.87,282,5,0,0,7,low,technical,1
0.11,0.87,282,5,0,0,7,low,technical,1
0.11,0.87,282,5,0,0,7,low,technical,1
0.34,0.87,283,2,0,0,4,high,sales,0
0.1,0.87,284,4,0,0,6,medium,sales,1
0.1,0.87,286,4,0,0,6,medium,IT,1
0.1,0.87,286,4,0,0,6,medium,IT,1
0.1,0.87,286,4,0,0,6,medium,IT,1
0.1,0.87,289,4,0,0,7,low,sales,1
0.1,0.87,289,4,0,0,7,low,sales,1
0.1,0.87,289,4,0,0,7,low,sales,1
0.1,0.87,290,4,0,0,6,low,support,1
0.1,0.87,290,4,0,0,6,low,support,1
0.1,0.87,290,4,0,0,6,low,support,1
0.11,0.87,291,4,0,0,6,low,product_mng,1
0.09,0.87,295,4,0,0,7,low,product_mng,1
0.09,0.87,295,4,0,0,7,low,product_mng,1
0.09,0.87,295,4,0,0,7,low,product_mng,1
0.1,0.87,299,4,0,0,7,low,sales,1
0.11,0.87,301,4,0,0,6,low,accounting,1
0.11,0.87,303,4,0,0,5,low,IT,1
0.11,0.87,305,4,0,0,6,low,marketing,1
0.11,0.87,305,4,0,0,6,low,marketing,1
0.11,0.87,305,4,0,0,6,low,marketing,1
0.09,0.87,305,4,0,0,7,medium,sales,1
0.1,0.87,306,4,0,0,6,medium,support,1
0.11,0.87,306,4,0,0,6,low,IT,1
0.11,0.87,306,4,0,0,6,low,IT,1
0.11,0.87,306,4,0,0,6,low,IT,1
0.1,0.87,307,4,0,0,6,high,product_mng,1
0.92,0.88,111,4,0,0,4,medium,technical,0
0.91,0.88,123,5,0,0,5,low,IT,0
0.34,0.88,131,6,0,0,5,low,sales,0
0.61,0.88,134,4,0,0,5,low,technical,0
0.73,0.88,134,2,1,0,5,low,support,0
0.97,0.88,139,2,0,0,4,high,product_mng,0
0.71,0.88,140,2,0,0,3,low,technical,0
0.57,0.88,140,2,0,0,4,medium,support,0
0.57,0.88,140,2,0,0,4,medium,support,0
0.87,0.88,140,8,0,0,4,medium,marketing,0
0.87,0.88,140,8,0,0,4,medium,marketing,0
0.93,0.88,140,3,0,0,5,high,RandD,0
0.98,0.88,145,2,0,0,4,low,sales,0
0.92,0.88,145,4,1,0,3,high,sales,0
0.13,0.88,146,5,0,0,3,low,sales,0
0.62,0.88,146,3,0,0,5,low,sales,0
0.61,0.88,146,7,1,0,5,low,marketing,0
0.61,0.88,146,7,1,0,5,low,marketing,0
0.5,0.88,147,3,0,0,4,medium,support,0
0.73,0.88,148,2,0,0,4,low,support,0
0.43,0.88,149,4,0,0,2,medium,product_mng,0
0.43,0.88,149,4,0,0,2,medium,product_mng,0
0.82,0.88,149,2,0,0,4,low,sales,0
0.81,0.88,149,3,0,0,4,medium,accounting,0
0.94,0.88,150,4,0,0,5,medium,technical,0
0.53,0.88,150,3,1,0,3,high,accounting,0
0.92,0.88,151,3,0,0,4,low,technical,0
0.88,0.88,153,3,0,0,3,low,technical,0
0.8,0.88,154,2,0,0,3,medium,product_mng,0
0.22,0.88,154,5,0,0,5,low,sales,0
0.38,0.88,154,4,0,0,3,medium,technical,1
0.37,0.88,155,3,0,0,4,medium,sales,0
0.59,0.88,155,3,1,0,4,low,support,0
0.52,0.88,155,3,1,0,4,low,product_mng,0
0.23,0.88,156,4,0,0,5,low,sales,0
0.53,0.88,157,3,0,0,3,low,IT,0
0.58,0.88,157,4,0,1,3,low,technical,0
0.71,0.88,158,3,0,0,3,medium,accounting,0
0.59,0.88,159,2,0,0,3,medium,technical,0
0.59,0.88,159,2,0,0,3,medium,technical,0
0.7,0.88,159,2,0,0,3,high,IT,0
0.7,0.88,159,2,0,0,3,high,IT,0
0.14,0.88,162,4,0,0,3,medium,marketing,0
0.69,0.88,164,10,0,0,3,medium,management,0
0.69,0.88,164,10,0,0,3,medium,management,0
0.89,0.88,165,4,0,0,3,medium,sales,0
0.96,0.88,165,2,0,0,4,medium,technical,0
0.7,0.88,166,5,0,0,3,low,technical,0
0.96,0.88,168,2,0,0,3,low,sales,0
0.77,0.88,169,3,0,0,2,medium,technical,0
0.46,0.88,169,3,0,0,5,medium,management,0
0.54,0.88,170,4,0,0,4,low,RandD,0
0.82,0.88,171,2,0,0,4,low,product_mng,0
0.83,0.88,171,3,1,0,5,medium,IT,0
0.5,0.88,172,4,0,0,4,medium,support,0
0.65,0.88,173,3,0,0,4,medium,management,0
0.65,0.88,173,3,0,0,4,medium,management,0
0.97,0.88,173,3,0,0,5,low,RandD,0
0.55,0.88,173,3,1,0,3,low,technical,0
0.56,0.88,174,3,0,0,3,low,hr,0
0.9,0.88,174,3,0,0,4,low,RandD,0
0.23,0.88,175,6,0,0,4,low,technical,0
0.6,0.88,175,3,0,0,4,low,support,0
0.57,0.88,176,3,0,0,3,low,support,0
0.63,0.88,177,3,0,0,3,low,sales,0
0.93,0.88,177,3,0,0,4,low,technical,0
0.58,0.88,178,4,0,0,5,medium,sales,0
0.87,0.88,179,2,0,0,3,medium,sales,0
0.52,0.88,179,2,1,0,3,low,support,0
0.7,0.88,180,2,0,0,4,medium,support,0
0.7,0.88,180,2,0,0,4,medium,support,0
0.29,0.88,183,4,0,0,6,medium,IT,0
0.74,0.88,183,3,1,0,5,medium,accounting,0
0.92,0.88,184,3,1,0,3,low,technical,0
0.79,0.88,188,3,0,0,4,low,support,0
0.91,0.88,189,2,0,0,3,medium,support,0
0.91,0.88,189,2,0,0,3,medium,support,0
0.72,0.88,189,3,1,0,3,high,management,0
0.72,0.88,189,3,1,0,3,high,management,0
1,0.88,191,4,0,0,4,low,technical,0
0.7,0.88,191,3,1,0,4,low,support,0
0.96,0.88,193,2,0,0,2,low,IT,0
0.84,0.88,194,3,0,0,3,low,RandD,0
0.79,0.88,195,4,0,0,3,low,IT,0
0.85,0.88,198,4,1,0,3,medium,technical,0
0.95,0.88,199,3,0,0,3,medium,IT,0
0.95,0.88,199,3,0,0,3,medium,IT,0
0.8,0.88,199,4,0,0,5,low,support,0
0.24,0.88,199,5,1,0,5,medium,sales,0
0.24,0.88,199,5,1,0,5,medium,sales,0
0.6,0.88,201,2,0,0,3,low,hr,0
0.16,0.88,201,6,0,0,4,medium,sales,0
0.68,0.88,201,3,0,0,5,medium,sales,0
0.23,0.88,201,3,0,0,5,low,technical,0
1,0.88,201,4,0,0,6,low,technical,0
1,0.88,201,4,0,0,6,low,technical,0
0.51,0.88,202,4,0,0,3,low,hr,0
0.89,0.88,203,3,0,0,3,high,accounting,0
0.98,0.88,203,5,1,0,5,medium,sales,0
0.97,0.88,204,2,0,0,3,low,management,0
0.73,0.88,204,5,0,0,5,low,sales,0
0.9,0.88,205,2,0,0,4,low,sales,0
0.17,0.88,206,4,0,0,2,medium,support,0
0.76,0.88,206,4,0,0,4,medium,hr,1
0.76,0.88,206,4,0,0,4,medium,hr,1
0.76,0.88,206,4,0,0,4,medium,hr,1
0.91,0.88,210,2,1,0,5,low,sales,0
0.22,0.88,213,3,1,0,4,medium,technical,0
0.88,0.88,214,2,1,0,3,low,RandD,0
0.72,0.88,216,10,1,0,5,medium,support,0
0.72,0.88,216,10,1,0,5,medium,support,0
0.83,0.88,217,2,1,0,3,high,support,0
0.16,0.88,218,3,0,0,6,low,support,0
0.33,0.88,219,5,0,0,6,low,support,1
0.33,0.88,219,5,0,0,6,low,support,1
0.33,0.88,219,5,0,0,6,low,support,1
0.88,0.88,220,4,0,0,3,medium,hr,0
0.86,0.88,220,2,0,0,4,low,product_mng,0
0.88,0.88,222,3,1,1,4,medium,sales,0
0.88,0.88,222,3,1,1,4,medium,sales,0
0.91,0.88,223,3,0,0,5,low,support,0
0.83,0.88,223,3,1,0,3,low,sales,0
0.75,0.88,224,2,0,0,3,low,sales,0
0.72,0.88,224,3,0,0,3,low,technical,0
0.51,0.88,225,2,1,0,5,low,IT,0
0.17,0.88,226,3,1,0,6,high,technical,0
0.89,0.88,228,5,1,0,5,low,support,1
0.89,0.88,228,5,1,0,5,low,support,1
0.51,0.88,230,4,0,0,5,medium,technical,0
0.87,0.88,231,6,0,0,5,medium,sales,1
0.98,0.88,232,3,0,0,5,low,marketing,0
0.88,0.88,232,5,1,0,5,medium,accounting,1
0.88,0.88,232,5,1,0,5,medium,accounting,1
0.88,0.88,232,5,1,0,5,medium,accounting,1
0.73,0.88,233,4,1,0,5,medium,sales,0
0.73,0.88,233,4,1,0,5,medium,sales,0
0.85,0.88,235,2,0,0,3,medium,technical,0
0.72,0.88,236,3,0,0,3,low,technical,0
0.85,0.88,236,4,0,0,5,medium,technical,0
0.73,0.88,236,3,1,0,4,low,technical,0
0.97,0.88,237,4,0,0,4,low,sales,0
0.84,0.88,237,5,0,0,5,low,technical,1
0.23,0.88,238,6,0,0,5,medium,RandD,0
0.48,0.88,239,3,0,0,3,low,sales,1
0.75,0.88,239,5,0,0,4,low,sales,1
0.83,0.88,239,5,0,0,5,low,support,1
1,0.88,240,4,0,0,4,medium,sales,0
0.49,0.88,240,8,0,0,4,medium,product_mng,0
0.49,0.88,240,8,0,0,4,medium,product_mng,0
0.87,0.88,240,5,0,0,5,medium,IT,1
0.87,0.88,240,5,0,0,5,medium,IT,1
0.89,0.88,241,2,1,0,5,medium,sales,0
0.89,0.88,241,2,1,0,5,medium,sales,0
0.81,0.88,242,5,0,0,5,medium,support,1
0.81,0.88,242,5,0,0,5,medium,support,1
0.81,0.88,242,5,0,0,5,medium,support,1
0.49,0.88,244,3,0,0,4,low,sales,0
0.49,0.88,244,3,0,0,4,low,sales,0
0.7,0.88,245,2,0,0,4,low,support,0
0.3,0.88,245,4,0,0,5,low,hr,0
0.72,0.88,247,3,0,0,2,medium,technical,0
0.56,0.88,248,2,0,0,4,medium,sales,0
0.74,0.88,248,6,0,0,4,low,accounting,1
0.88,0.88,248,5,0,0,5,medium,technical,1
0.72,0.88,249,5,0,0,5,medium,support,1
0.11,0.88,250,4,0,0,5,medium,RandD,1
0.11,0.88,250,4,0,0,5,medium,RandD,1
0.11,0.88,250,4,0,0,5,medium,RandD,1
0.54,0.88,251,2,0,0,3,low,technical,0
0.64,0.88,252,2,0,0,3,low,sales,0
0.64,0.88,252,2,0,0,3,low,sales,0
1,0.88,252,4,0,0,4,low,accounting,0
0.55,0.88,252,3,0,0,4,low,management,0
0.11,0.88,253,4,0,0,6,low,support,1
0.11,0.88,253,4,0,0,7,low,hr,1
0.9,0.88,254,2,0,0,5,medium,marketing,0
0.9,0.88,254,2,0,0,5,medium,marketing,0
0.58,0.88,255,3,0,0,4,high,sales,0
0.68,0.88,256,2,0,0,5,medium,technical,0
0.9,0.88,256,4,0,0,5,medium,support,0
0.82,0.88,259,3,0,0,4,low,support,0
